Year,UNIT_MEASURE,Врста образовања,Пол,Value
2014,Број,Укупно,Оба пола,717
2014,Број,Образовање,Оба пола,55
2014,Број,Умјетност и хуманистичке науке,Оба пола,100
2014,Број,"Друштвене науке, новинарство и информисање",Оба пола,79
2014,Број,"Пословање, администрација, и право",Оба пола,203
2014,Број,"Природне науке, математика, и статистика",Оба пола,64
2014,Број,Информационе и комуникационе технологије,Оба пола,30
2014,Број,"Инжењерство, производња и грађевинарство",Оба пола,31
2014,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Оба пола,23
2014,Број,Здравство и социјална заштита,Оба пола,85
2014,Број,Услуге,Оба пола,39
2014,Број,Непознато,Оба пола,8
2014,Број,Укупно,M,396
2014,Број,Образовање,M,23
2014,Број,Умјетност и хуманистичке науке,M,52
2014,Број,"Друштвене науке, новинарство и информисање",M,51
2014,Број,"Пословање, администрација, и право",M,133
2014,Број,"Природне науке, математика, и статистика",M,30
2014,Број,Информационе и комуникационе технологије,M,24
2014,Број,"Инжењерство, производња и грађевинарство",M,23
2014,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",M,13
2014,Број,Здравство и социјална заштита,M,24
2014,Број,Услуге,M,23
2014,Број,Непознато,M,0
2014,Број,Укупно,Ж,321
2014,Број,Образовање,Ж,32
2014,Број,Умјетност и хуманистичке науке,Ж,48
2014,Број,"Друштвене науке, новинарство и информисање",Ж,28
2014,Број,"Пословање, администрација, и право",Ж,70
2014,Број,"Природне науке, математика, и статистика",Ж,34
2014,Број,Информационе и комуникационе технологије,Ж,6
2014,Број,"Инжењерство, производња и грађевинарство",Ж,8
2014,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Ж,10
2014,Број,Здравство и социјална заштита,Ж,61
2014,Број,Услуге,Ж,16
2014,Број,Непознато,Ж,8
2015,Број,Укупно,Оба пола,846
2015,Број,Образовање,Оба пола,99
2015,Број,Умјетност и хуманистичке науке,Оба пола,101
2015,Број,"Друштвене науке, новинарство и информисање",Оба пола,109
2015,Број,"Пословање, администрација, и право",Оба пола,167
2015,Број,"Природне науке, математика, и статистика",Оба пола,98
2015,Број,Информационе и комуникационе технологије,Оба пола,52
2015,Број,"Инжењерство, производња и грађевинарство",Оба пола,118
2015,Број,"Пољопривреда, шумарство, рибарство и ветеринарство",Оба пола,28
2015,Број,Здравство и социјална заштита,Оба пола,29
2015,Број,Услуге,Оба пола,45
2015,Број,Непознато,Оба пола,61
2015,Број,Укупно,M,491
2015,Број,Образовање,M,51
2015,Број,Умјетност и хуманистичке науке,M,50
2015,Број,"Друштвене науке, новинарство и информисање",M,65
2015,Број,"Пословање, администрација, и право",M,110
2015,Број,"Природне науке, математика, и статистика",M,33
2015,Број,Информационе и комуникационе технологије,M,36
2015,Број,"Инжењерство, производња и грађевинарство",M,95
