Year,UNIT_MEASURE,Пол,Старосна доб,Oпштина,Value
2013,Број,Оба пола,15-19,Брод,1014
2013,Број,M,15-19,Брод,532
2013,Број,Ж,15-19,Брод,482
2013,Број,Оба пола,15-19,Бугојно,2480
2013,Број,M,15-19,Бугојно,1292
2013,Број,Ж,15-19,Бугојно,1188
2013,Број,Оба пола,15-19,Бусовача,1408
2013,Број,M,15-19,Бусовача,709
2013,Број,Ж,15-19,Бусовача,699
2013,Број,Оба пола,15-19,Бужим,1893
2013,Број,M,15-19,Бужим,988
2013,Број,Ж,15-19,Бужим,905
2013,Број,Оба пола,15-19,Цазин,4948
2013,Број,M,15-19,Цазин,2507
2013,Број,Ж,15-19,Цазин,2441
2013,Број,Оба пола,15-19,Сарајево-Центар,3158
2013,Број,M,15-19,Сарајево-Центар,1568
2013,Број,Ж,15-19,Сарајево-Центар,1590
2013,Број,Оба пола,15-19,Чајниче,317
2013,Број,M,15-19,Чајниче,176
2013,Број,Ж,15-19,Чајниче,141
2013,Број,Оба пола,15-19,Чапљина,1991
2013,Број,M,15-19,Чапљина,1006
2013,Број,Ж,15-19,Чапљина,985
2013,Број,Оба пола,15-19,Челић,817
2013,Број,M,15-19,Челић,428
2013,Број,Ж,15-19,Челић,389
2013,Број,Оба пола,15-19,Челинац,1130
2013,Број,M,15-19,Челинац,575
2013,Број,Ж,15-19,Челинац,555
2013,Број,Оба пола,15-19,Читлук,1427
2013,Број,M,15-19,Читлук,751
2013,Број,Ж,15-19,Читлук,676
2013,Број,Оба пола,15-19,Дервента,1696
2013,Број,M,15-19,Дервента,874
2013,Број,Ж,15-19,Дервента,822
2013,Број,Оба пола,15-19,Добој,4201
2013,Број,M,15-19,Добој,2100
2013,Број,Ж,15-19,Добој,2101
2013,Број,Оба пола,15-19,Добој-Исток,751
2013,Број,M,15-19,Добој-Исток,375
2013,Број,Ж,15-19,Добој-Исток,376
2013,Број,Оба пола,15-19,Добој-Југ,328
2013,Број,M,15-19,Добој-Југ,172
2013,Број,Ж,15-19,Добој-Југ,156
2013,Број,Оба пола,15-19,Добретићи,51
2013,Број,M,15-19,Добретићи,27
2013,Број,Ж,15-19,Добретићи,24
2013,Број,Оба пола,15-19,Домаљевац-Шамац,356
2013,Број,M,15-19,Домаљевац-Шамац,175
2013,Број,Ж,15-19,Домаљевац-Шамац,181
2013,Број,Оба пола,15-19,Доњи Вакуф,1299
2013,Број,M,15-19,Доњи Вакуф,670
2013,Број,Ж,15-19,Доњи Вакуф,629
2013,Број,Оба пола,15-19,Доњи Жабар,237
2013,Број,M,15-19,Доњи Жабар,116
2013,Број,Ж,15-19,Доњи Жабар,121
2013,Број,Оба пола,15-19,Дрвар,320
2013,Број,M,15-19,Дрвар,170
2013,Број,Ж,15-19,Дрвар,150
2013,Број,Оба пола,15-19,Фоча-ФБиХ,121
2013,Број,M,15-19,Фоча-ФБиХ,65
2013,Број,Ж,15-19,Фоча-ФБиХ,56
2013,Број,Оба пола,15-19,Фоча-РС,1124
2013,Број,M,15-19,Фоча-РС,592
2013,Број,Ж,15-19,Фоча-РС,532
2013,Број,Оба пола,15-19,Фојница,904
2013,Број,M,15-19,Фојница,434
2013,Број,Ж,15-19,Фојница,470
2013,Број,Оба пола,15-19,Гацко,651
2013,Број,M,15-19,Гацко,328
2013,Број,Ж,15-19,Гацко,323
2013,Број,Оба пола,15-19,Гламоч,188
2013,Број,M,15-19,Гламоч,87
2013,Број,Ж,15-19,Гламоч,101
2013,Број,Оба пола,15-19,Горажде,1543
2013,Број,M,15-19,Горажде,803
2013,Број,Ж,15-19,Горажде,740
2013,Број,Оба пола,15-19,Горњи Вакуф-Ускопље,1694
2013,Број,M,15-19,Горњи Вакуф-Ускопље,879
2013,Број,Ж,15-19,Горњи Вакуф-Ускопље,815
2013,Број,Оба пола,15-19,Грачаница,3313
2013,Број,M,15-19,Грачаница,1674
2013,Број,Ж,15-19,Грачаница,1639
2013,Број,Оба пола,15-19,Градачац,3118
2013,Број,M,15-19,Градачац,1577
2013,Број,Ж,15-19,Градачац,1541
2013,Број,Оба пола,15-19,Градишка,3288
2013,Број,M,15-19,Градишка,1688
2013,Број,Ж,15-19,Градишка,1600
2013,Број,Оба пола,15-19,Груде,1264
2013,Број,M,15-19,Груде,641
2013,Број,Ж,15-19,Груде,623
2013,Број,Оба пола,15-19,Сарајево-Хаџићи,1818
2013,Број,M,15-19,Сарајево-Хаџићи,991
2013,Број,Ж,15-19,Сарајево-Хаџићи,827
2013,Број,Оба пола,15-19,Хан Пијесак,218
2013,Број,M,15-19,Хан Пијесак,89
2013,Број,Ж,15-19,Хан Пијесак,129
2013,Број,Оба пола,15-19,Сарајево-Илиџа,4839
2013,Број,M,15-19,Сарајево-Илиџа,2519
2013,Број,Ж,15-19,Сарајево-Илиџа,2320
2013,Број,Оба пола,15-19,Сарајево-Илијаш,1440
2013,Број,M,15-19,Сарајево-Илијаш,723
2013,Број,Ж,15-19,Сарајево-Илијаш,717
2013,Број,Оба пола,15-19,Источна Илиџа,823
2013,Број,M,15-19,Источна Илиџа,416
2013,Број,Ж,15-19,Источна Илиџа,407
2013,Број,Оба пола,15-19,Источни Дрвар,3
2013,Број,M,15-19,Источни Дрвар,2
2013,Број,Ж,15-19,Источни Дрвар,1
2013,Број,Оба пола,15-19,Источни Мостар,14
2013,Број,M,15-19,Источни Мостар,9
2013,Број,Ж,15-19,Источни Мостар,5
2013,Број,Оба пола,15-19,Источни Стари Град,49
2013,Број,M,15-19,Источни Стари Град,23
2013,Број,Ж,15-19,Источни Стари Град,26
2013,Број,Оба пола,15-19,Источно Ново Сарајево,617
2013,Број,M,15-19,Источно Ново Сарајево,316
2013,Број,Ж,15-19,Источно Ново Сарајево,301
2013,Број,Оба пола,15-19,Јабланица,681
2013,Број,M,15-19,Јабланица,338
2013,Број,Ж,15-19,Јабланица,343
2013,Број,Оба пола,15-19,Јајце,1878
2013,Број,M,15-19,Јајце,970
2013,Број,Ж,15-19,Јајце,908
2013,Број,Оба пола,15-19,Језеро,88
2013,Број,M,15-19,Језеро,45
2013,Број,Ж,15-19,Језеро,43
2013,Број,Оба пола,15-19,Какањ,2929
2013,Број,M,15-19,Какањ,1508
2013,Број,Ж,15-19,Какањ,1421
2013,Број,Оба пола,15-19,Калесија,2670
2013,Број,M,15-19,Калесија,1350
2013,Број,Ж,15-19,Калесија,1320
2013,Број,Оба пола,15-19,Калиновик,94
2013,Број,M,15-19,Калиновик,39
2013,Број,Ж,15-19,Калиновик,55
2013,Број,Оба пола,15-19,Кисељак,1539
2013,Број,M,15-19,Кисељак,794
2013,Број,Ж,15-19,Кисељак,745
2013,Број,Оба пола,15-19,Кладањ,1020
2013,Број,M,15-19,Кладањ,525
2013,Број,Ж,15-19,Кладањ,495
2013,Број,Оба пола,15-19,Кључ,1256
2013,Број,M,15-19,Кључ,647
2013,Број,Ж,15-19,Кључ,609
2013,Број,Оба пола,15-19,Кнежево,663
2013,Број,M,15-19,Кнежево,328
2013,Број,Ж,15-19,Кнежево,335
2013,Број,Оба пола,15-19,Коњиц,1851
2013,Број,M,15-19,Коњиц,962
2013,Број,Ж,15-19,Коњиц,889
2013,Број,Оба пола,15-19,Костајница,378
2013,Број,M,15-19,Костајница,198
2013,Број,Ж,15-19,Костајница,180
2013,Број,Оба пола,15-19,Котор Варош,1453
2013,Број,M,15-19,Котор Варош,760
2013,Број,Ж,15-19,Котор Варош,693
2013,Број,Оба пола,15-19,Козарска Дубица,1222
2013,Број,M,15-19,Козарска Дубица,627
2013,Број,Ж,15-19,Козарска Дубица,595
2013,Број,Оба пола,15-19,Крешево,365
2013,Број,M,15-19,Крешево,168
2013,Број,Ж,15-19,Крешево,197
2013,Број,Оба пола,15-19,Крупа на Уни,102
2013,Број,M,15-19,Крупа на Уни,55
2013,Број,Ж,15-19,Крупа на Уни,47
2013,Број,Оба пола,15-19,Купрес-ФБиХ,367
2013,Број,M,15-19,Купрес-ФБиХ,189
2013,Број,Ж,15-19,Купрес-ФБиХ,178
2013,Број,Оба пола,15-19,Купрес-РС,13
2013,Број,M,15-19,Купрес-РС,7
2013,Број,Ж,15-19,Купрес-РС,6
2013,Број,Оба пола,15-19,Лакташи,2190
2013,Број,M,15-19,Лакташи,1147
2013,Број,Ж,15-19,Лакташи,1043
2013,Број,Оба пола,15-19,Ливно,2423
2013,Број,M,15-19,Ливно,1202
2013,Број,Ж,15-19,Ливно,1221
2013,Број,Оба пола,15-19,Лопаре,969
2013,Број,M,15-19,Лопаре,480
2013,Број,Ж,15-19,Лопаре,489
2013,Број,Оба пола,15-19,Лукавац,3047
2013,Број,M,15-19,Лукавац,1575
2013,Број,Ж,15-19,Лукавац,1472
2013,Број,Оба пола,15-19,Љубиње,221
2013,Број,M,15-19,Љубиње,110
2013,Број,Ж,15-19,Љубиње,111
2013,Број,Оба пола,15-19,Љубушки,2082
2013,Број,M,15-19,Љубушки,1038
2013,Број,Ж,15-19,Љубушки,1044
2013,Број,Оба пола,15-19,Маглај,1745
2013,Број,M,15-19,Маглај,893
2013,Број,Ж,15-19,Маглај,852
2013,Број,Оба пола,15-19,Милићи,847
2013,Број,M,15-19,Милићи,441
2013,Број,Ж,15-19,Милићи,406
2013,Број,Оба пола,15-19,Модрича,1623
2013,Број,M,15-19,Модрича,813
2013,Број,Ж,15-19,Модрича,810
2013,Број,Оба пола,15-19,Мостар,7793
2013,Број,M,15-19,Мостар,4074
2013,Број,Ж,15-19,Мостар,3719
2013,Број,Оба пола,15-19,Мркоњић Град,1003
2013,Број,M,15-19,Мркоњић Град,558
2013,Број,Ж,15-19,Мркоњић Град,445
2013,Број,Оба пола,15-19,Неум,344
2013,Број,M,15-19,Неум,173
2013,Број,Ж,15-19,Неум,171
2013,Број,Оба пола,15-19,Невесиње,806
2013,Број,M,15-19,Невесиње,406
2013,Број,Ж,15-19,Невесиње,400
2013,Број,Оба пола,15-19,Нови Град,1665
2013,Број,M,15-19,Нови Град,864
2013,Број,Ж,15-19,Нови Град,801
2013,Број,Оба пола,15-19,Сарајево-Нови Град,7216
2013,Број,M,15-19,Сарајево-Нови Град,3634
2013,Број,Ж,15-19,Сарајево-Нови Град,3582
2013,Број,Оба пола,15-19,Нови Травник,2000
2013,Број,M,15-19,Нови Травник,1041
2013,Број,Ж,15-19,Нови Травник,959
2013,Број,Оба пола,15-19,Ново Горажде,147
2013,Број,M,15-19,Ново Горажде,73
2013,Број,Ж,15-19,Ново Горажде,74
2013,Број,Оба пола,15-19,Сарајево-Ново Сарајево,3701
2013,Број,M,15-19,Сарајево-Ново Сарајево,1907
2013,Број,Ж,15-19,Сарајево-Ново Сарајево,1794
2013,Број,Оба пола,15-19,Оџак,1253
2013,Број,M,15-19,Оџак,675
2013,Број,Ж,15-19,Оџак,578
2013,Број,Оба пола,15-19,Олово,745
2013,Број,M,15-19,Олово,360
2013,Број,Ж,15-19,Олово,385
2013,Број,Оба пола,15-19,Орашје,1407
2013,Број,M,15-19,Орашје,710
2013,Број,Ж,15-19,Орашје,697
2013,Број,Оба пола,15-19,Осмаци,429
2013,Број,M,15-19,Осмаци,220
2013,Број,Ж,15-19,Осмаци,209
2013,Број,Оба пола,15-19,Оштра Лука,220
2013,Број,M,15-19,Оштра Лука,118
2013,Број,Ж,15-19,Оштра Лука,102
2013,Број,Оба пола,15-19,Пале-ФБиХ,74
2013,Број,M,15-19,Пале-ФБиХ,29
2013,Број,Ж,15-19,Пале-ФБиХ,45
2013,Број,Оба пола,15-19,Пале-РС,1302
2013,Број,M,15-19,Пале-РС,645
2013,Број,Ж,15-19,Пале-РС,657
2013,Број,Оба пола,15-19,Пелагићево,301
2013,Број,M,15-19,Пелагићево,158
2013,Број,Ж,15-19,Пелагићево,143
2013,Број,Оба пола,15-19,Петровац,13
2013,Број,M,15-19,Петровац,7
2013,Број,Ж,15-19,Петровац,6
2013,Број,Оба пола,15-19,Петрово,352
2013,Број,M,15-19,Петрово,186
2013,Број,Ж,15-19,Петрово,166
2013,Број,Оба пола,15-19,Посушје,1702
2013,Број,M,15-19,Посушје,892
2013,Број,Ж,15-19,Посушје,810
2013,Број,Оба пола,15-19,Приједор,5681
2013,Број,M,15-19,Приједор,2896
2013,Број,Ж,15-19,Приједор,2785
2013,Број,Оба пола,15-19,Прњавор,2388
2013,Број,M,15-19,Прњавор,1279
2013,Број,Ж,15-19,Прњавор,1109
2013,Број,Оба пола,15-19,Прозор,1134
2013,Број,M,15-19,Прозор,596
2013,Број,Ж,15-19,Прозор,538
2013,Број,Оба пола,15-19,Равно,193
2013,Број,M,15-19,Равно,100
2013,Број,Ж,15-19,Равно,93
2013,Број,Оба пола,15-19,Рибник,360
2013,Број,M,15-19,Рибник,168
2013,Број,Ж,15-19,Рибник,192
2013,Број,Оба пола,15-19,Рогатица,622
2013,Број,M,15-19,Рогатица,335
2013,Број,Ж,15-19,Рогатица,287
2013,Број,Оба пола,15-19,Рудо,388
2013,Број,M,15-19,Рудо,202
2013,Број,Ж,15-19,Рудо,186
2013,Број,Оба пола,15-19,Сански Мост,3121
2013,Број,M,15-19,Сански Мост,1640
2013,Број,Ж,15-19,Сански Мост,1481
2013,Број,Оба пола,15-19,Сапна,1061
2013,Број,M,15-19,Сапна,585
2013,Број,Ж,15-19,Сапна,476
2013,Број,Оба пола,15-19,Соколац,692
2013,Број,M,15-19,Соколац,356
2013,Број,Ж,15-19,Соколац,336
2013,Број,Оба пола,15-19,Србац,1059
2013,Број,M,15-19,Србац,544
2013,Број,Ж,15-19,Србац,515
2013,Број,Оба пола,15-19,Сребреница,942
2013,Број,M,15-19,Сребреница,509
2013,Број,Ж,15-19,Сребреница,433
2013,Број,Оба пола,15-19,Сребреник,2934
2013,Број,M,15-19,Сребреник,1487
2013,Број,Ж,15-19,Сребреник,1447
2013,Број,Оба пола,15-19,Сарајево-Стари Град,2301
2013,Број,M,15-19,Сарајево-Стари Град,1190
2013,Број,Ж,15-19,Сарајево-Стари Град,1111
2013,Број,Оба пола,15-19,Столац,1083
2013,Број,M,15-19,Столац,565
2013,Број,Ж,15-19,Столац,518
2013,Број,Оба пола,15-19,Шамац,1075
2013,Број,M,15-19,Шамац,527
2013,Број,Ж,15-19,Шамац,548
2013,Број,Оба пола,15-19,Шековићи,403
2013,Број,M,15-19,Шековићи,194
2013,Број,Ж,15-19,Шековићи,209
2013,Број,Оба пола,15-19,Шипово,609
2013,Број,M,15-19,Шипово,326
2013,Број,Ж,15-19,Шипово,283
2013,Број,Оба пола,15-19,Широки Бријег,2331
2013,Број,M,15-19,Широки Бријег,1208
2013,Број,Ж,15-19,Широки Бријег,1123
2013,Број,Оба пола,15-19,Теочак,605
2013,Број,M,15-19,Теочак,310
2013,Број,Ж,15-19,Теочак,295
2013,Број,Оба пола,15-19,Теслић,2567
2013,Број,M,15-19,Теслић,1305
2013,Број,Ж,15-19,Теслић,1262
2013,Број,Оба пола,15-19,Тешањ,3588
2013,Број,M,15-19,Тешањ,1908
2013,Број,Ж,15-19,Тешањ,1680
2013,Број,Оба пола,15-19,Томиславград,2418
2013,Број,M,15-19,Томиславград,1237
2013,Број,Ж,15-19,Томиславград,1181
2013,Број,Оба пола,15-19,Травник,4087
2013,Број,M,15-19,Травник,2136
2013,Број,Ж,15-19,Травник,1951
2013,Број,Оба пола,15-19,Требиње,1694
2013,Број,M,15-19,Требиње,885
2013,Број,Ж,15-19,Требиње,809
2013,Број,Оба пола,15-19,Трново-ФБиХ,59
2013,Број,M,15-19,Трново-ФБиХ,31
2013,Број,Ж,15-19,Трново-ФБиХ,28
2013,Број,Оба пола,15-19,Трново-РС,101
2013,Број,M,15-19,Трново-РС,41
2013,Број,Ж,15-19,Трново-РС,60
2013,Број,Оба пола,15-19,Тузла,6823
2013,Број,M,15-19,Тузла,3582
2013,Број,Ж,15-19,Тузла,3241
2013,Број,Оба пола,15-19,Угљевик,960
2013,Број,M,15-19,Угљевик,501
2013,Број,Ж,15-19,Угљевик,459
2013,Број,Оба пола,15-19,Усора,557
2013,Број,M,15-19,Усора,274
2013,Број,Ж,15-19,Усора,283
2013,Број,Оба пола,15-19,Вареш,575
2013,Број,M,15-19,Вареш,303
2013,Број,Ж,15-19,Вареш,272
2013,Број,Оба пола,15-19,Велика Кладуша,3202
2013,Број,M,15-19,Велика Кладуша,1627
2013,Број,Ж,15-19,Велика Кладуша,1575
2013,Број,Оба пола,15-19,Високо,2828
2013,Број,M,15-19,Високо,1473
2013,Број,Ж,15-19,Високо,1355
2013,Број,Оба пола,15-19,Вишеград,586
2013,Број,M,15-19,Вишеград,290
2013,Број,Ж,15-19,Вишеград,296
2013,Број,Оба пола,15-19,Витез,2114
2013,Број,M,15-19,Витез,1052
2013,Број,Ж,15-19,Витез,1062
2013,Број,Оба пола,15-19,Власеница,806
2013,Број,M,15-19,Власеница,402
2013,Број,Ж,15-19,Власеница,404
2013,Број,Оба пола,15-19,Сарајево-Вогошћа,1856
2013,Број,M,15-19,Сарајево-Вогошћа,933
2013,Број,Ж,15-19,Сарајево-Вогошћа,923
2013,Број,Оба пола,15-19,Вукосавље,298
2013,Број,M,15-19,Вукосавље,167
2013,Број,Ж,15-19,Вукосавље,131
2013,Број,Оба пола,15-19,Завидовићи,2919
2013,Број,M,15-19,Завидовићи,1545
2013,Број,Ж,15-19,Завидовићи,1374
2013,Број,Оба пола,15-19,Зеница,7985
2013,Број,M,15-19,Зеница,4133
2013,Број,Ж,15-19,Зеница,3852
2013,Број,Оба пола,15-19,Зворник,3646
2013,Број,M,15-19,Зворник,1933
2013,Број,Ж,15-19,Зворник,1713
2013,Број,Оба пола,15-19,Жепче,2586
2013,Број,M,15-19,Жепче,1332
2013,Број,Ж,15-19,Жепче,1254
2013,Број,Оба пола,15-19,Живинице,4417
2013,Број,M,15-19,Живинице,2238
2013,Број,Ж,15-19,Живинице,2179
2013,Број,Оба пола,20-24,Бања Лука,10533
2013,Број,M,20-24,Бања Лука,5213
2013,Број,Ж,20-24,Бања Лука,5320
2013,Број,Оба пола,20-24,Бановићи,1721
2013,Број,M,20-24,Бановићи,892
2013,Број,Ж,20-24,Бановићи,829
2013,Број,Оба пола,20-24,Берковићи,95
2013,Број,M,20-24,Берковићи,44
2013,Број,Ж,20-24,Берковићи,51
2013,Број,Оба пола,20-24,Бихаћ,3937
2013,Број,M,20-24,Бихаћ,1992
2013,Број,Ж,20-24,Бихаћ,1945
2013,Број,Оба пола,20-24,Бијељина,6177
2013,Број,M,20-24,Бијељина,3160
2013,Број,Ж,20-24,Бијељина,3017
2013,Број,Оба пола,20-24,Билећа,663
2013,Број,M,20-24,Билећа,336
2013,Број,Ж,20-24,Билећа,327
2013,Број,Оба пола,20-24,Босанска Крупа,1750
2013,Број,M,20-24,Босанска Крупа,903
2013,Број,Ж,20-24,Босанска Крупа,847
2013,Број,Оба пола,20-24,Босански Петровац,336
2013,Број,M,20-24,Босански Петровац,162
2013,Број,Ж,20-24,Босански Петровац,174
2013,Број,Оба пола,20-24,Босанско Грахово,81
2013,Број,M,20-24,Босанско Грахово,38
2013,Број,Ж,20-24,Босанско Грахово,43
2013,Број,Оба пола,20-24,Братунац,1354
2013,Број,M,20-24,Братунац,718
2013,Број,Ж,20-24,Братунац,636
2013,Број,Оба пола,20-24,Брчко,4936
2013,Број,M,20-24,Брчко,2528
2013,Број,Ж,20-24,Брчко,2408
2013,Број,Оба пола,20-24,Бреза,964
2013,Број,M,20-24,Бреза,488
2013,Број,Ж,20-24,Бреза,476
2013,Број,Оба пола,20-24,Брод,925
2013,Број,M,20-24,Брод,470
2013,Број,Ж,20-24,Брод,455
2013,Број,Оба пола,20-24,Бугојно,2252
2013,Број,M,20-24,Бугојно,1180
2013,Број,Ж,20-24,Бугојно,1072
2013,Број,Оба пола,20-24,Бусовача,1251
2013,Број,M,20-24,Бусовача,629
2013,Број,Ж,20-24,Бусовача,622
2013,Број,Оба пола,20-24,Бужим,1572
2013,Број,M,20-24,Бужим,806
2013,Број,Ж,20-24,Бужим,766
2013,Број,Оба пола,20-24,Цазин,5049
2013,Број,M,20-24,Цазин,2588
2013,Број,Ж,20-24,Цазин,2461
2013,Број,Оба пола,20-24,Сарајево-Центар,2985
2013,Број,M,20-24,Сарајево-Центар,1485
2013,Број,Ж,20-24,Сарајево-Центар,1500
2013,Број,Оба пола,20-24,Чајниче,307
2013,Број,M,20-24,Чајниче,173
2013,Број,Ж,20-24,Чајниче,134
2013,Број,Оба пола,20-24,Чапљина,1753
2013,Број,M,20-24,Чапљина,905
2013,Број,Ж,20-24,Чапљина,848
2013,Број,Оба пола,20-24,Челић,702
2013,Број,M,20-24,Челић,367
2013,Број,Ж,20-24,Челић,335
2013,Број,Оба пола,20-24,Челинац,1001
2013,Број,M,20-24,Челинац,528
2013,Број,Ж,20-24,Челинац,473
2013,Број,Оба пола,20-24,Читлук,1365
2013,Број,M,20-24,Читлук,710
2013,Број,Ж,20-24,Читлук,655
2013,Број,Оба пола,20-24,Дервента,1515
2013,Број,M,20-24,Дервента,791
2013,Број,Ж,20-24,Дервента,724
2013,Број,Оба пола,20-24,Добој,3923
2013,Број,M,20-24,Добој,2043
2013,Број,Ж,20-24,Добој,1880
2013,Број,Оба пола,20-24,Добој-Исток,725
2013,Број,M,20-24,Добој-Исток,371
2013,Број,Ж,20-24,Добој-Исток,354
2013,Број,Оба пола,20-24,Добој-Југ,296
2013,Број,M,20-24,Добој-Југ,150
2013,Број,Ж,20-24,Добој-Југ,146
2013,Број,Оба пола,20-24,Добретићи,97
2013,Број,M,20-24,Добретићи,52
2013,Број,Ж,20-24,Добретићи,45
2013,Број,Оба пола,20-24,Домаљевац-Шамац,311
2013,Број,M,20-24,Домаљевац-Шамац,161
2013,Број,Ж,20-24,Домаљевац-Шамац,150
2013,Број,Оба пола,20-24,Доњи Вакуф,940
2013,Број,M,20-24,Доњи Вакуф,479
2013,Број,Ж,20-24,Доњи Вакуф,461
2013,Број,Оба пола,20-24,Доњи Жабар,238
2013,Број,M,20-24,Доњи Жабар,122
2013,Број,Ж,20-24,Доњи Жабар,116
2013,Број,Оба пола,20-24,Дрвар,298
2013,Број,M,20-24,Дрвар,166
2013,Број,Ж,20-24,Дрвар,132
2013,Број,Оба пола,20-24,Фоча-ФБиХ,125
2013,Број,M,20-24,Фоча-ФБиХ,59
2013,Број,Ж,20-24,Фоча-ФБиХ,66
2013,Број,Оба пола,20-24,Фоча-РС,1126
2013,Број,M,20-24,Фоча-РС,574
2013,Број,Ж,20-24,Фоча-РС,552
2013,Број,Оба пола,20-24,Фојница,774
2013,Број,M,20-24,Фојница,410
2013,Број,Ж,20-24,Фојница,364
2013,Број,Оба пола,20-24,Гацко,508
2013,Број,M,20-24,Гацко,269
2013,Број,Ж,20-24,Гацко,239
2013,Број,Оба пола,20-24,Гламоч,174
2013,Број,M,20-24,Гламоч,88
2013,Број,Ж,20-24,Гламоч,86
2013,Број,Оба пола,20-24,Горажде,1259
2013,Број,M,20-24,Горажде,657
2013,Број,Ж,20-24,Горажде,602
2013,Број,Оба пола,20-24,Горњи Вакуф-Ускопље,1551
2013,Број,M,20-24,Горњи Вакуф-Ускопље,797
2013,Број,Ж,20-24,Горњи Вакуф-Ускопље,754
2013,Број,Оба пола,20-24,Грачаница,3206
2013,Број,M,20-24,Грачаница,1567
2013,Број,Ж,20-24,Грачаница,1639
2013,Број,Оба пола,20-24,Градачац,2535
2013,Број,M,20-24,Градачац,1308
2013,Број,Ж,20-24,Градачац,1227
2013,Број,Оба пола,20-24,Градишка,2897
2013,Број,M,20-24,Градишка,1519
2013,Број,Ж,20-24,Градишка,1378
2013,Број,Оба пола,20-24,Груде,1155
2013,Број,M,20-24,Груде,611
2013,Број,Ж,20-24,Груде,544
2013,Број,Оба пола,20-24,Сарајево-Хаџићи,1653
2013,Број,M,20-24,Сарајево-Хаџићи,870
2013,Број,Ж,20-24,Сарајево-Хаџићи,783
2013,Број,Оба пола,20-24,Хан Пијесак,154
2013,Број,M,20-24,Хан Пијесак,92
2013,Број,Ж,20-24,Хан Пијесак,62
2013,Број,Оба пола,20-24,Сарајево-Илиџа,4537
2013,Број,M,20-24,Сарајево-Илиџа,2347
2013,Број,Ж,20-24,Сарајево-Илиџа,2190
2013,Број,Оба пола,20-24,Сарајево-Илијаш,1577
2013,Број,M,20-24,Сарајево-Илијаш,819
2013,Број,Ж,20-24,Сарајево-Илијаш,758
2013,Број,Оба пола,20-24,Источна Илиџа,837
2013,Број,M,20-24,Источна Илиџа,426
2013,Број,Ж,20-24,Источна Илиџа,411
2013,Број,Оба пола,20-24,Источни Дрвар,3
2013,Број,M,20-24,Источни Дрвар,1
2013,Број,Ж,20-24,Источни Дрвар,2
2013,Број,Оба пола,20-24,Источни Мостар,10
2013,Број,M,20-24,Источни Мостар,8
2013,Број,Ж,20-24,Источни Мостар,2
2013,Број,Оба пола,20-24,Источни Стари Град,48
2013,Број,M,20-24,Источни Стари Град,28
2013,Број,Ж,20-24,Источни Стари Град,20
2013,Број,Оба пола,20-24,Источно Ново Сарајево,613
2013,Број,M,20-24,Источно Ново Сарајево,302
2013,Број,Ж,20-24,Источно Ново Сарајево,311
2013,Број,Оба пола,20-24,Јабланица,743
2013,Број,M,20-24,Јабланица,375
2013,Број,Ж,20-24,Јабланица,368
2013,Број,Оба пола,20-24,Јајце,1853
2013,Број,M,20-24,Јајце,1007
2013,Број,Ж,20-24,Јајце,846
2013,Број,Оба пола,20-24,Језеро,66
2013,Број,M,20-24,Језеро,37
2013,Број,Ж,20-24,Језеро,29
2013,Број,Оба пола,20-24,Какањ,2740
2013,Број,M,20-24,Какањ,1362
2013,Број,Ж,20-24,Какањ,1378
2013,Број,Оба пола,20-24,Калесија,2617
2013,Број,M,20-24,Калесија,1356
2013,Број,Ж,20-24,Калесија,1261
2013,Број,Оба пола,20-24,Калиновик,104
2013,Број,M,20-24,Калиновик,58
2013,Број,Ж,20-24,Калиновик,46
2013,Број,Оба пола,20-24,Кисељак,1426
2013,Број,M,20-24,Кисељак,712
2013,Број,Ж,20-24,Кисељак,714
2013,Број,Оба пола,20-24,Кладањ,934
2013,Број,M,20-24,Кладањ,488
2013,Број,Ж,20-24,Кладањ,446
2013,Број,Оба пола,20-24,Кључ,1156
2013,Број,M,20-24,Кључ,588
2013,Број,Ж,20-24,Кључ,568
2013,Број,Оба пола,20-24,Кнежево,588
2013,Број,M,20-24,Кнежево,308
2013,Број,Ж,20-24,Кнежево,280
2013,Број,Оба пола,20-24,Коњиц,1503
2013,Број,M,20-24,Коњиц,797
2013,Број,Ж,20-24,Коњиц,706
2013,Број,Оба пола,20-24,Костајница,336
2013,Број,M,20-24,Костајница,177
2013,Број,Ж,20-24,Костајница,159
2013,Број,Оба пола,20-24,Котор Варош,1413
2013,Број,M,20-24,Котор Варош,745
2013,Број,Ж,20-24,Котор Варош,668
2013,Број,Оба пола,20-24,Козарска Дубица,1202
2013,Број,M,20-24,Козарска Дубица,630
2013,Број,Ж,20-24,Козарска Дубица,572
2013,Број,Оба пола,20-24,Крешево,363
2013,Број,M,20-24,Крешево,184
2013,Број,Ж,20-24,Крешево,179
2013,Број,Оба пола,20-24,Крупа на Уни,81
2013,Број,M,20-24,Крупа на Уни,50
2013,Број,Ж,20-24,Крупа на Уни,31
2013,Број,Оба пола,20-24,Купрес-ФБиХ,338
2013,Број,M,20-24,Купрес-ФБиХ,162
2013,Број,Ж,20-24,Купрес-ФБиХ,176
2013,Број,Оба пола,20-24,Купрес-РС,8
2013,Број,M,20-24,Купрес-РС,5
2013,Број,Ж,20-24,Купрес-РС,3
2013,Број,Оба пола,20-24,Лакташи,2059
2013,Број,M,20-24,Лакташи,1073
2013,Број,Ж,20-24,Лакташи,986
2013,Број,Оба пола,20-24,Ливно,2283
