Year,UNIT_MEASURE,type_of_education,SEX,Value
2017,NUMBER,TOTAL,_T,54
2017,NUMBER,education,_T,4
2017,NUMBER,humanities_and_arts,_T,6
2017,NUMBER,"social_sciences,_journalism_and_information",_T,4
2017,NUMBER,"business,_administration_and_law",_T,1
2017,NUMBER,"natural_sciences,_mathematics_and_statistics",_T,2
2017,NUMBER,information_and_communication_technologie,_T,14
2017,NUMBER,"engineering,_production_and_construction",_T,16
2017,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine: ",_T,0
2017,NUMBER,health_and_social_protection,_T,7
2017,NUMBER,services,_T,0
2017,NUMBER,TOTAL,M,37
2017,NUMBER,education,M,2
2017,NUMBER,humanities_and_arts,M,3
2017,NUMBER,"social_sciences,_journalism_and_information",M,3
2017,NUMBER,"business,_administration_and_law",M,1
2017,NUMBER,"natural_sciences,_mathematics_and_statistics",M,2
2017,NUMBER,information_and_communication_technologie,M,10
2017,NUMBER,"engineering,_production_and_construction",M,13
2017,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine: ",M,0
2017,NUMBER,health_and_social_protection,M,3
2017,NUMBER,services,M,0
2017,NUMBER,TOTAL,F,17
2017,NUMBER,education,F,2
2017,NUMBER,humanities_and_arts,F,3
2017,NUMBER,"social_sciences,_journalism_and_information",F,1
2017,NUMBER,"business,_administration_and_law",F,0
2017,NUMBER,"natural_sciences,_mathematics_and_statistics",F,0
2017,NUMBER,information_and_communication_technologie,F,4
2017,NUMBER,"engineering,_production_and_construction",F,3
2017,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine: ",F,0
2017,NUMBER,health_and_social_protection,F,4
2017,NUMBER,services,F,0
2018,NUMBER,TOTAL,_T,43
2018,NUMBER,education,_T,1
2018,NUMBER,humanities_and_arts,_T,3
2018,NUMBER,"social_sciences,_journalism_and_information",_T,3
2018,NUMBER,"business,_administration_and_law",_T,0
2018,NUMBER,"natural_sciences,_mathematics_and_statistics",_T,4
2018,NUMBER,information_and_communication_technologie,_T,14
2018,NUMBER,"engineering,_production_and_construction",_T,12
2018,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine: ",_T,1
2018,NUMBER,health_and_social_protection,_T,5
2018,NUMBER,services,_T,0
2018,NUMBER,TOTAL,M,28
2018,NUMBER,education,M,1
2018,NUMBER,humanities_and_arts,M,1
2018,NUMBER,"social_sciences,_journalism_and_information",M,3
2018,NUMBER,"business,_administration_and_law",M,0
2018,NUMBER,"natural_sciences,_mathematics_and_statistics",M,1
2018,NUMBER,information_and_communication_technologie,M,9
2018,NUMBER,"engineering,_production_and_construction",M,10
2018,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine: ",M,1
2018,NUMBER,health_and_social_protection,M,2
2018,NUMBER,services,M,0
2018,NUMBER,TOTAL,F,15
2018,NUMBER,education,F,0
2018,NUMBER,humanities_and_arts,F,2
2018,NUMBER,"social_sciences,_journalism_and_information",F,0
2018,NUMBER,"business,_administration_and_law",F,0
2018,NUMBER,"natural_sciences,_mathematics_and_statistics",F,3
2018,NUMBER,information_and_communication_technologie,F,5
2018,NUMBER,"engineering,_production_and_construction",F,2
2018,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine: ",F,0
2018,NUMBER,health_and_social_protection,F,3
2018,NUMBER,services,F,0
2019,NUMBER,TOTAL,_T,42
2019,NUMBER,education,_T,2
2019,NUMBER,humanities_and_arts,_T,1
2019,NUMBER,"social_sciences,_journalism_and_information",_T,25
2019,NUMBER,"business,_administration_and_law",_T,2
2019,NUMBER,"natural_sciences,_mathematics_and_statistics",_T,3
2019,NUMBER,information_and_communication_technologie,_T,1
2019,NUMBER,"engineering,_production_and_construction",_T,3
2019,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine: ",_T,3
2019,NUMBER,health_and_social_protection,_T,2
2019,NUMBER,services,_T,0
2019,NUMBER,TOTAL,M,26
2019,NUMBER,education,M,2
2019,NUMBER,humanities_and_arts,M,0
2019,NUMBER,"social_sciences,_journalism_and_information",M,19
2019,NUMBER,"business,_administration_and_law",M,2
2019,NUMBER,"natural_sciences,_mathematics_and_statistics",M,0
2019,NUMBER,information_and_communication_technologie,M,0
2019,NUMBER,"engineering,_production_and_construction",M,2
2019,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine: ",M,1
2019,NUMBER,health_and_social_protection,M,0
2019,NUMBER,services,M,0
2019,NUMBER,TOTAL,F,16
2019,NUMBER,education,F,0
2019,NUMBER,humanities_and_arts,F,1
2019,NUMBER,"social_sciences,_journalism_and_information",F,6
2019,NUMBER,"business,_administration_and_law",F,0
2019,NUMBER,"natural_sciences,_mathematics_and_statistics",F,3
2019,NUMBER,information_and_communication_technologie,F,1
2019,NUMBER,"engineering,_production_and_construction",F,1
2019,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine: ",F,2
2019,NUMBER,health_and_social_protection,F,2
2019,NUMBER,services,F,0
2020,NUMBER,TOTAL,_T,64
2020,NUMBER,education,_T,0
2020,NUMBER,humanities_and_arts,_T,3
2020,NUMBER,"social_sciences,_journalism_and_information",_T,30
2020,NUMBER,"business,_administration_and_law",_T,5
2020,NUMBER,"natural_sciences,_mathematics_and_statistics",_T,2
2020,NUMBER,information_and_communication_technologie,_T,5
2020,NUMBER,"engineering,_production_and_construction",_T,8
2020,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine: ",_T,2
2020,NUMBER,health_and_social_protection,_T,9
2020,NUMBER,services,_T,0
2020,NUMBER,TOTAL,M,34
2020,NUMBER,education,M,0
2020,NUMBER,humanities_and_arts,M,0
2020,NUMBER,"social_sciences,_journalism_and_information",M,21
2020,NUMBER,"business,_administration_and_law",M,4
2020,NUMBER,"natural_sciences,_mathematics_and_statistics",M,1
2020,NUMBER,information_and_communication_technologie,M,3
2020,NUMBER,"engineering,_production_and_construction",M,3
2020,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine: ",M,0
2020,NUMBER,health_and_social_protection,M,2
2020,NUMBER,services,M,0
2020,NUMBER,TOTAL,F,30
2020,NUMBER,education,F,0
2020,NUMBER,humanities_and_arts,F,3
2020,NUMBER,"social_sciences,_journalism_and_information",F,9
2020,NUMBER,"business,_administration_and_law",F,1
2020,NUMBER,"natural_sciences,_mathematics_and_statistics",F,1
2020,NUMBER,information_and_communication_technologie,F,2
2020,NUMBER,"engineering,_production_and_construction",F,5
2020,NUMBER,"agriculture,_forestry,_fisheries_and_veterinary_medicine: ",F,2
2020,NUMBER,health_and_social_protection,F,7
2020,NUMBER,services,F,0
