Year,UNIT_MEASURE,ADMIN_AREA,SEX,AGE,Value
2013,NUMBER,republika_srpska,_T,0-4,53563
2013,NUMBER,republika_srpska,M,0-4,27499
2013,NUMBER,republika_srpska,F,0-4,26064
2013,NUMBER,grad_banja_luka,_T,0-4,9539
2013,NUMBER,grad_banja_luka,M,0-4,4844
2013,NUMBER,grad_banja_luka,F,0-4,4695
2013,NUMBER,berkovici,_T,0-4,91
2013,NUMBER,berkovici,M,0-4,49
2013,NUMBER,berkovici,F,0-4,42
2013,NUMBER,grad_bijeljina,_T,0-4,4963
2013,NUMBER,grad_bijeljina,M,0-4,2590
2013,NUMBER,grad_bijeljina,F,0-4,2373
2013,NUMBER,bileca,_T,0-4,489
2013,NUMBER,bileca,M,0-4,258
2013,NUMBER,bileca,F,0-4,231
2013,NUMBER,bratunac,_T,0-4,888
2013,NUMBER,bratunac,M,0-4,476
2013,NUMBER,bratunac,F,0-4,412
2013,NUMBER,brod,_T,0-4,718
2013,NUMBER,brod,M,0-4,377
2013,NUMBER,brod,F,0-4,341
2013,NUMBER,visegrad,_T,0-4,323
2013,NUMBER,visegrad,M,0-4,153
2013,NUMBER,visegrad,F,0-4,170
2013,NUMBER,vlasenica,_T,0-4,486
2013,NUMBER,vlasenica,M,0-4,260
2013,NUMBER,vlasenica,F,0-4,226
2013,NUMBER,vukosavlje,_T,0-4,195
2013,NUMBER,vukosavlje,M,0-4,97
2013,NUMBER,vukosavlje,F,0-4,98
2013,NUMBER,gacko,_T,0-4,430
2013,NUMBER,gacko,M,0-4,210
2013,NUMBER,gacko,F,0-4,220
2013,NUMBER,grad_gradiska,_T,0-4,2077
2013,NUMBER,grad_gradiska,M,0-4,1047
2013,NUMBER,grad_gradiska,F,0-4,1030
2013,NUMBER,grad_derventa,_T,0-4,1115
2013,NUMBER,grad_derventa,M,0-4,551
2013,NUMBER,grad_derventa,F,0-4,564
2013,NUMBER,grad_doboj,_T,0-4,3010
2013,NUMBER,grad_doboj,M,0-4,1528
2013,NUMBER,grad_doboj,F,0-4,1482
2013,NUMBER,donji_zabar,_T,0-4,126
2013,NUMBER,donji_zabar,M,0-4,60
2013,NUMBER,donji_zabar,F,0-4,66
2013,NUMBER,grad_zvornik,_T,0-4,2851
2013,NUMBER,grad_zvornik,M,0-4,1442
2013,NUMBER,grad_zvornik,F,0-4,1409
2013,NUMBER,istocni_drvar,_T,0-4,0
2013,NUMBER,istocni_drvar,M,0-4,0
2013,NUMBER,istocni_drvar,F,0-4,0
2013,NUMBER,istocni_mostar,_T,0-4,7
2013,NUMBER,istocni_mostar,M,0-4,4
2013,NUMBER,istocni_mostar,F,0-4,3
2013,NUMBER,grad_istocno_sarajevo,_T,0-4,2763
2013,NUMBER,grad_istocno_sarajevo,M,0-4,1404
2013,NUMBER,grad_istocno_sarajevo,F,0-4,1359
2013,NUMBER,istocna_ilidza,_T,0-4,650
2013,NUMBER,istocna_ilidza,M,0-4,327
2013,NUMBER,istocna_ilidza,F,0-4,323
2013,NUMBER,istocno_novo_sarajevo,_T,0-4,607
2013,NUMBER,istocno_novo_sarajevo,M,0-4,296
2013,NUMBER,istocno_novo_sarajevo,F,0-4,311
2013,NUMBER,istocni_stari_grad,_T,0-4,41
2013,NUMBER,istocni_stari_grad,M,0-4,26
2013,NUMBER,istocni_stari_grad,F,0-4,15
2013,NUMBER,pale,_T,0-4,895
2013,NUMBER,pale,M,0-4,463
2013,NUMBER,pale,F,0-4,432
2013,NUMBER,sokolac,_T,0-4,508
2013,NUMBER,sokolac,M,0-4,266
2013,NUMBER,sokolac,F,0-4,242
2013,NUMBER,trnovo,_T,0-4,62
2013,NUMBER,trnovo,M,0-4,26
2013,NUMBER,trnovo,F,0-4,36
2013,NUMBER,jezero,_T,0-4,39
2013,NUMBER,jezero,M,0-4,20
2013,NUMBER,jezero,F,0-4,19
2013,NUMBER,kalinovik,_T,0-4,50
2013,NUMBER,kalinovik,M,0-4,25
2013,NUMBER,kalinovik,F,0-4,25
2013,NUMBER,knezevo,_T,0-4,408
2013,NUMBER,knezevo,M,0-4,215
2013,NUMBER,knezevo,F,0-4,193
2013,NUMBER,kostajnica,_T,0-4,213
2013,NUMBER,kostajnica,M,0-4,98
2013,NUMBER,kostajnica,F,0-4,115
2013,NUMBER,kotor_varos,_T,0-4,901
2013,NUMBER,kotor_varos,M,0-4,466
2013,NUMBER,kotor_varos,F,0-4,435
2013,NUMBER,kozarska_dubica,_T,0-4,774
2013,NUMBER,kozarska_dubica,M,0-4,389
2013,NUMBER,kozarska_dubica,F,0-4,385
2013,NUMBER,krupa_na_uni,_T,0-4,50
2013,NUMBER,krupa_na_uni,M,0-4,26
2013,NUMBER,krupa_na_uni,F,0-4,24
2013,NUMBER,kupres,_T,0-4,6
2013,NUMBER,kupres,M,0-4,5
2013,NUMBER,kupres,F,0-4,1
2013,NUMBER,laktasi,_T,0-4,1679
2013,NUMBER,laktasi,M,0-4,854
2013,NUMBER,laktasi,F,0-4,825
2013,NUMBER,lopare,_T,0-4,492
2013,NUMBER,lopare,M,0-4,244
2013,NUMBER,lopare,F,0-4,248
2013,NUMBER,ljubinje,_T,0-4,150
2013,NUMBER,ljubinje,M,0-4,72
2013,NUMBER,ljubinje,F,0-4,78
2013,NUMBER,milici,_T,0-4,462
2013,NUMBER,milici,M,0-4,227
2013,NUMBER,milici,F,0-4,235
2013,NUMBER,modrica,_T,0-4,971
2013,NUMBER,modrica,M,0-4,499
2013,NUMBER,modrica,F,0-4,472
2013,NUMBER,mrkonjic_grad,_T,0-4,671
2013,NUMBER,mrkonjic_grad,M,0-4,340
2013,NUMBER,mrkonjic_grad,F,0-4,331
2013,NUMBER,nevesinje,_T,0-4,559
2013,NUMBER,nevesinje,M,0-4,299
2013,NUMBER,nevesinje,F,0-4,260
2013,NUMBER,novi_grad,_T,0-4,935
2013,NUMBER,novi_grad,M,0-4,476
2013,NUMBER,novi_grad,F,0-4,459
2013,NUMBER,novo_gorazde,_T,0-4,95
2013,NUMBER,novo_gorazde,M,0-4,50
2013,NUMBER,novo_gorazde,F,0-4,45
2013,NUMBER,osmaci,_T,0-4,261
2013,NUMBER,osmaci,M,0-4,139
2013,NUMBER,osmaci,F,0-4,122
2013,NUMBER,ostra_luka,_T,0-4,100
2013,NUMBER,ostra_luka,M,0-4,53
2013,NUMBER,ostra_luka,F,0-4,47
2013,NUMBER,pelagicevo,_T,0-4,116
2013,NUMBER,pelagicevo,M,0-4,57
2013,NUMBER,pelagicevo,F,0-4,59
2013,NUMBER,petrovac,_T,0-4,17
2013,NUMBER,petrovac,M,0-4,10
2013,NUMBER,petrovac,F,0-4,7
2013,NUMBER,petrovo,_T,0-4,258
2013,NUMBER,petrovo,M,0-4,143
2013,NUMBER,petrovo,F,0-4,115
2013,NUMBER,grad_prijedor,_T,0-4,3194
2013,NUMBER,grad_prijedor,M,0-4,1659
2013,NUMBER,grad_prijedor,F,0-4,1535
2013,NUMBER,prnjavor,_T,0-4,1564
2013,NUMBER,prnjavor,M,0-4,809
2013,NUMBER,prnjavor,F,0-4,755
2013,NUMBER,ribnik,_T,0-4,232
2013,NUMBER,ribnik,M,0-4,114
2013,NUMBER,ribnik,F,0-4,118
2013,NUMBER,rogatica,_T,0-4,501
2013,NUMBER,rogatica,M,0-4,252
2013,NUMBER,rogatica,F,0-4,249
2013,NUMBER,rudo,_T,0-4,281
2013,NUMBER,rudo,M,0-4,146
2013,NUMBER,rudo,F,0-4,135
2013,NUMBER,srbac,_T,0-4,802
2013,NUMBER,srbac,M,0-4,389
2013,NUMBER,srbac,F,0-4,413
2013,NUMBER,srebrenica,_T,0-4,474
2013,NUMBER,srebrenica,M,0-4,235
2013,NUMBER,srebrenica,F,0-4,239
2013,NUMBER,stanari,_T,0-4,294
2013,NUMBER,stanari,M,0-4,150
2013,NUMBER,stanari,F,0-4,144
2013,NUMBER,teslic,_T,0-4,1953
2013,NUMBER,teslic,M,0-4,1039
2013,NUMBER,teslic,F,0-4,914
2013,NUMBER,grad_trebinje,_T,0-4,1394
2013,NUMBER,grad_trebinje,M,0-4,749
2013,NUMBER,grad_trebinje,F,0-4,645
2013,NUMBER,ugljevik,_T,0-4,664
2013,NUMBER,ugljevik,M,0-4,361
2013,NUMBER,ugljevik,F,0-4,303
2013,NUMBER,foca,_T,0-4,625
2013,NUMBER,foca,M,0-4,355
2013,NUMBER,foca,F,0-4,270
2013,NUMBER,han_pijesak,_T,0-4,135
2013,NUMBER,han_pijesak,M,0-4,69
2013,NUMBER,han_pijesak,F,0-4,66
2013,NUMBER,cajnice,_T,0-4,184
2013,NUMBER,cajnice,M,0-4,86
2013,NUMBER,cajnice,F,0-4,98
2013,NUMBER,celinac,_T,0-4,753
2013,NUMBER,celinac,M,0-4,389
2013,NUMBER,celinac,F,0-4,364
2013,NUMBER,samac,_T,0-4,557
2013,NUMBER,samac,M,0-4,282
2013,NUMBER,samac,F,0-4,275
2013,NUMBER,sekovici,_T,0-4,246
2013,NUMBER,sekovici,M,0-4,124
2013,NUMBER,sekovici,F,0-4,122
2013,NUMBER,sipovo,_T,0-4,432
2013,NUMBER,sipovo,M,0-4,234
2013,NUMBER,sipovo,F,0-4,198
2013,NUMBER,republika_srpska,_T,5-9,54042
2013,NUMBER,republika_srpska,M,5-9,27681
2013,NUMBER,republika_srpska,F,5-9,26361
2013,NUMBER,grad_banja_luka,_T,5-9,8447
2013,NUMBER,grad_banja_luka,M,5-9,4315
2013,NUMBER,grad_banja_luka,F,5-9,4132
2013,NUMBER,berkovici,_T,5-9,129
2013,NUMBER,berkovici,M,5-9,69
2013,NUMBER,berkovici,F,5-9,60
2013,NUMBER,grad_bijeljina,_T,5-9,4964
2013,NUMBER,grad_bijeljina,M,5-9,2576
2013,NUMBER,grad_bijeljina,F,5-9,2388
2013,NUMBER,bileca,_T,5-9,471
2013,NUMBER,bileca,M,5-9,259
2013,NUMBER,bileca,F,5-9,212
2013,NUMBER,bratunac,_T,5-9,985
2013,NUMBER,bratunac,M,5-9,496
2013,NUMBER,bratunac,F,5-9,489
2013,NUMBER,brod,_T,5-9,708
2013,NUMBER,brod,M,5-9,377
2013,NUMBER,brod,F,5-9,331
2013,NUMBER,visegrad,_T,5-9,404
2013,NUMBER,visegrad,M,5-9,197
2013,NUMBER,visegrad,F,5-9,207
2013,NUMBER,vlasenica,_T,5-9,523
2013,NUMBER,vlasenica,M,5-9,267
2013,NUMBER,vlasenica,F,5-9,256
2013,NUMBER,vukosavlje,_T,5-9,217
2013,NUMBER,vukosavlje,M,5-9,113
2013,NUMBER,vukosavlje,F,5-9,104
2013,NUMBER,gacko,_T,5-9,436
2013,NUMBER,gacko,M,5-9,236
2013,NUMBER,gacko,F,5-9,200
2013,NUMBER,grad_gradiska,_T,5-9,2159
2013,NUMBER,grad_gradiska,M,5-9,1102
2013,NUMBER,grad_gradiska,F,5-9,1057
2013,NUMBER,grad_derventa,_T,5-9,1168
2013,NUMBER,grad_derventa,M,5-9,607
2013,NUMBER,grad_derventa,F,5-9,561
2013,NUMBER,grad_doboj,_T,5-9,2914
2013,NUMBER,grad_doboj,M,5-9,1452
2013,NUMBER,grad_doboj,F,5-9,1462
2013,NUMBER,donji_zabar,_T,5-9,174
2013,NUMBER,donji_zabar,M,5-9,99
2013,NUMBER,donji_zabar,F,5-9,75
2013,NUMBER,grad_zvornik,_T,5-9,2948
2013,NUMBER,grad_zvornik,M,5-9,1518
2013,NUMBER,grad_zvornik,F,5-9,1430
2013,NUMBER,istocni_drvar,_T,5-9,1
2013,NUMBER,istocni_drvar,M,5-9,1
2013,NUMBER,istocni_drvar,F,5-9,0
2013,NUMBER,istocni_mostar,_T,5-9,11
2013,NUMBER,istocni_mostar,M,5-9,6
2013,NUMBER,istocni_mostar,F,5-9,5
2013,NUMBER,grad_istocno_sarajevo,_T,5-9,2643
2013,NUMBER,grad_istocno_sarajevo,M,5-9,1330
2013,NUMBER,grad_istocno_sarajevo,F,5-9,1313
2013,NUMBER,istocna_ilidza,_T,5-9,658
2013,NUMBER,istocna_ilidza,M,5-9,321
2013,NUMBER,istocna_ilidza,F,5-9,337
2013,NUMBER,istocno_novo_sarajevo,_T,5-9,479
2013,NUMBER,istocno_novo_sarajevo,M,5-9,239
2013,NUMBER,istocno_novo_sarajevo,F,5-9,240
2013,NUMBER,istocni_stari_grad,_T,5-9,39
2013,NUMBER,istocni_stari_grad,M,5-9,22
2013,NUMBER,istocni_stari_grad,F,5-9,17
2013,NUMBER,pale,_T,5-9,870
2013,NUMBER,pale,M,5-9,442
2013,NUMBER,pale,F,5-9,428
2013,NUMBER,sokolac,_T,5-9,533
2013,NUMBER,sokolac,M,5-9,269
2013,NUMBER,sokolac,F,5-9,264
2013,NUMBER,trnovo,_T,5-9,64
2013,NUMBER,trnovo,M,5-9,37
2013,NUMBER,trnovo,F,5-9,27
2013,NUMBER,jezero,_T,5-9,52
2013,NUMBER,jezero,M,5-9,24
2013,NUMBER,jezero,F,5-9,28
2013,NUMBER,kalinovik,_T,5-9,67
2013,NUMBER,kalinovik,M,5-9,29
2013,NUMBER,kalinovik,F,5-9,38
2013,NUMBER,knezevo,_T,5-9,399
2013,NUMBER,knezevo,M,5-9,206
2013,NUMBER,knezevo,F,5-9,193
2013,NUMBER,kostajnica,_T,5-9,225
2013,NUMBER,kostajnica,M,5-9,122
2013,NUMBER,kostajnica,F,5-9,103
2013,NUMBER,kotor_varos,_T,5-9,958
2013,NUMBER,kotor_varos,M,5-9,489
2013,NUMBER,kotor_varos,F,5-9,469
2013,NUMBER,kozarska_dubica,_T,5-9,816
2013,NUMBER,kozarska_dubica,M,5-9,409
2013,NUMBER,kozarska_dubica,F,5-9,407
2013,NUMBER,krupa_na_uni,_T,5-9,56
2013,NUMBER,krupa_na_uni,M,5-9,29
2013,NUMBER,krupa_na_uni,F,5-9,27
2013,NUMBER,kupres,_T,5-9,8
2013,NUMBER,kupres,M,5-9,5
2013,NUMBER,kupres,F,5-9,3
2013,NUMBER,laktasi,_T,5-9,1847
2013,NUMBER,laktasi,M,5-9,937
2013,NUMBER,laktasi,F,5-9,910
2013,NUMBER,lopare,_T,5-9,590
2013,NUMBER,lopare,M,5-9,298
2013,NUMBER,lopare,F,5-9,292
2013,NUMBER,ljubinje,_T,5-9,127
2013,NUMBER,ljubinje,M,5-9,62
2013,NUMBER,ljubinje,F,5-9,65
2013,NUMBER,milici,_T,5-9,498
2013,NUMBER,milici,M,5-9,257
2013,NUMBER,milici,F,5-9,241
2013,NUMBER,modrica,_T,5-9,1130
2013,NUMBER,modrica,M,5-9,570
2013,NUMBER,modrica,F,5-9,560
2013,NUMBER,mrkonjic_grad,_T,5-9,734
2013,NUMBER,mrkonjic_grad,M,5-9,383
2013,NUMBER,mrkonjic_grad,F,5-9,351
2013,NUMBER,nevesinje,_T,5-9,640
2013,NUMBER,nevesinje,M,5-9,320
2013,NUMBER,nevesinje,F,5-9,320
2013,NUMBER,novi_grad,_T,5-9,1001
2013,NUMBER,novi_grad,M,5-9,523
2013,NUMBER,novi_grad,F,5-9,478
2013,NUMBER,novo_gorazde,_T,5-9,94
2013,NUMBER,novo_gorazde,M,5-9,40
2013,NUMBER,novo_gorazde,F,5-9,54
2013,NUMBER,osmaci,_T,5-9,261
2013,NUMBER,osmaci,M,5-9,136
2013,NUMBER,osmaci,F,5-9,125
2013,NUMBER,ostra_luka,_T,5-9,137
2013,NUMBER,ostra_luka,M,5-9,75
2013,NUMBER,ostra_luka,F,5-9,62
2013,NUMBER,pelagicevo,_T,5-9,157
2013,NUMBER,pelagicevo,M,5-9,82
2013,NUMBER,pelagicevo,F,5-9,75
2013,NUMBER,petrovac,_T,5-9,18
2013,NUMBER,petrovac,M,5-9,9
2013,NUMBER,petrovac,F,5-9,9
2013,NUMBER,petrovo,_T,5-9,226
2013,NUMBER,petrovo,M,5-9,110
2013,NUMBER,petrovo,F,5-9,116
2013,NUMBER,grad_prijedor,_T,5-9,3337
2013,NUMBER,grad_prijedor,M,5-9,1733
2013,NUMBER,grad_prijedor,F,5-9,1604
2013,NUMBER,prnjavor,_T,5-9,1591
2013,NUMBER,prnjavor,M,5-9,805
2013,NUMBER,prnjavor,F,5-9,786
2013,NUMBER,ribnik,_T,5-9,255
2013,NUMBER,ribnik,M,5-9,136
2013,NUMBER,ribnik,F,5-9,119
2013,NUMBER,rogatica,_T,5-9,464
2013,NUMBER,rogatica,M,5-9,245
2013,NUMBER,rogatica,F,5-9,219
2013,NUMBER,rudo,_T,5-9,311
2013,NUMBER,rudo,M,5-9,164
2013,NUMBER,rudo,F,5-9,147
2013,NUMBER,srbac,_T,5-9,736
2013,NUMBER,srbac,M,5-9,373
2013,NUMBER,srbac,F,5-9,363
2013,NUMBER,srebrenica,_T,5-9,489
2013,NUMBER,srebrenica,M,5-9,238
2013,NUMBER,srebrenica,F,5-9,251
2013,NUMBER,stanari,_T,5-9,293
2013,NUMBER,stanari,M,5-9,156
2013,NUMBER,stanari,F,5-9,137
2013,NUMBER,teslic,_T,5-9,1914
2013,NUMBER,teslic,M,5-9,1000
2013,NUMBER,teslic,F,5-9,914
2013,NUMBER,grad_trebinje,_T,5-9,1399
2013,NUMBER,grad_trebinje,M,5-9,709
2013,NUMBER,grad_trebinje,F,5-9,690
2013,NUMBER,ugljevik,_T,5-9,734
2013,NUMBER,ugljevik,M,5-9,369
2013,NUMBER,ugljevik,F,5-9,365
2013,NUMBER,foca,_T,5-9,716
2013,NUMBER,foca,M,5-9,374
2013,NUMBER,foca,F,5-9,342
2013,NUMBER,han_pijesak,_T,5-9,122
2013,NUMBER,han_pijesak,M,5-9,65
2013,NUMBER,han_pijesak,F,5-9,57
2013,NUMBER,cajnice,_T,5-9,205
2013,NUMBER,cajnice,M,5-9,95
2013,NUMBER,cajnice,F,5-9,110
2013,NUMBER,celinac,_T,5-9,733
2013,NUMBER,celinac,M,5-9,376
2013,NUMBER,celinac,F,5-9,357
2013,NUMBER,samac,_T,5-9,663
2013,NUMBER,samac,M,5-9,344
2013,NUMBER,samac,F,5-9,319
2013,NUMBER,sekovici,_T,5-9,273
2013,NUMBER,sekovici,M,5-9,119
2013,NUMBER,sekovici,F,5-9,154
2013,NUMBER,sipovo,_T,5-9,464
2013,NUMBER,sipovo,M,5-9,245
2013,NUMBER,sipovo,F,5-9,219
2013,NUMBER,republika_srpska,_T,10-14,58024
2013,NUMBER,republika_srpska,M,10-14,29826
2013,NUMBER,republika_srpska,F,10-14,28198
2013,NUMBER,grad_banja_luka,_T,10-14,8487
2013,NUMBER,grad_banja_luka,M,10-14,4344
2013,NUMBER,grad_banja_luka,F,10-14,4143
2013,NUMBER,berkovici,_T,10-14,141
2013,NUMBER,berkovici,M,10-14,73
2013,NUMBER,berkovici,F,10-14,68
2013,NUMBER,grad_bijeljina,_T,10-14,5341
2013,NUMBER,grad_bijeljina,M,10-14,2718
2013,NUMBER,grad_bijeljina,F,10-14,2623
2013,NUMBER,bileca,_T,10-14,633
2013,NUMBER,bileca,M,10-14,303
2013,NUMBER,bileca,F,10-14,330
2013,NUMBER,bratunac,_T,10-14,870
2013,NUMBER,bratunac,M,10-14,457
2013,NUMBER,bratunac,F,10-14,413
2013,NUMBER,brod,_T,10-14,781
2013,NUMBER,brod,M,10-14,407
2013,NUMBER,brod,F,10-14,374
2013,NUMBER,visegrad,_T,10-14,442
2013,NUMBER,visegrad,M,10-14,222
2013,NUMBER,visegrad,F,10-14,220
2013,NUMBER,vlasenica,_T,10-14,519
2013,NUMBER,vlasenica,M,10-14,273
2013,NUMBER,vlasenica,F,10-14,246
2013,NUMBER,vukosavlje,_T,10-14,244
2013,NUMBER,vukosavlje,M,10-14,122
2013,NUMBER,vukosavlje,F,10-14,122
2013,NUMBER,gacko,_T,10-14,534
2013,NUMBER,gacko,M,10-14,299
2013,NUMBER,gacko,F,10-14,235
2013,NUMBER,grad_gradiska,_T,10-14,2387
2013,NUMBER,grad_gradiska,M,10-14,1210
2013,NUMBER,grad_gradiska,F,10-14,1177
2013,NUMBER,grad_derventa,_T,10-14,1301
2013,NUMBER,grad_derventa,M,10-14,654
2013,NUMBER,grad_derventa,F,10-14,647
2013,NUMBER,grad_doboj,_T,10-14,2970
2013,NUMBER,grad_doboj,M,10-14,1599
2013,NUMBER,grad_doboj,F,10-14,1371
2013,NUMBER,donji_zabar,_T,10-14,214
2013,NUMBER,donji_zabar,M,10-14,105
2013,NUMBER,donji_zabar,F,10-14,109
2013,NUMBER,grad_zvornik,_T,10-14,2860
2013,NUMBER,grad_zvornik,M,10-14,1438
2013,NUMBER,grad_zvornik,F,10-14,1422
2013,NUMBER,istocni_drvar,_T,10-14,0
2013,NUMBER,istocni_drvar,M,10-14,0
2013,NUMBER,istocni_drvar,F,10-14,0
2013,NUMBER,istocni_mostar,_T,10-14,13
2013,NUMBER,istocni_mostar,M,10-14,8
2013,NUMBER,istocni_mostar,F,10-14,5
2013,NUMBER,grad_istocno_sarajevo,_T,10-14,2730
2013,NUMBER,grad_istocno_sarajevo,M,10-14,1401
2013,NUMBER,grad_istocno_sarajevo,F,10-14,1329
2013,NUMBER,istocna_ilidza,_T,10-14,651
2013,NUMBER,istocna_ilidza,M,10-14,313
2013,NUMBER,istocna_ilidza,F,10-14,338
2013,NUMBER,istocno_novo_sarajevo,_T,10-14,486
2013,NUMBER,istocno_novo_sarajevo,M,10-14,242
2013,NUMBER,istocno_novo_sarajevo,F,10-14,244
2013,NUMBER,istocni_stari_grad,_T,10-14,31
2013,NUMBER,istocni_stari_grad,M,10-14,18
2013,NUMBER,istocni_stari_grad,F,10-14,13
2013,NUMBER,pale,_T,10-14,954
2013,NUMBER,pale,M,10-14,509
2013,NUMBER,pale,F,10-14,445
2013,NUMBER,sokolac,_T,10-14,542
2013,NUMBER,sokolac,M,10-14,282
2013,NUMBER,sokolac,F,10-14,260
2013,NUMBER,trnovo,_T,10-14,66
2013,NUMBER,trnovo,M,10-14,37
2013,NUMBER,trnovo,F,10-14,29
2013,NUMBER,jezero,_T,10-14,49
2013,NUMBER,jezero,M,10-14,26
2013,NUMBER,jezero,F,10-14,23
2013,NUMBER,kalinovik,_T,10-14,78
2013,NUMBER,kalinovik,M,10-14,25
2013,NUMBER,kalinovik,F,10-14,53
2013,NUMBER,knezevo,_T,10-14,557
2013,NUMBER,knezevo,M,10-14,283
2013,NUMBER,knezevo,F,10-14,274
2013,NUMBER,kostajnica,_T,10-14,235
2013,NUMBER,kostajnica,M,10-14,119
2013,NUMBER,kostajnica,F,10-14,116
2013,NUMBER,kotor_varos,_T,10-14,1173
2013,NUMBER,kotor_varos,M,10-14,620
2013,NUMBER,kotor_varos,F,10-14,553
2013,NUMBER,kozarska_dubica,_T,10-14,884
2013,NUMBER,kozarska_dubica,M,10-14,465
2013,NUMBER,kozarska_dubica,F,10-14,419
2013,NUMBER,krupa_na_uni,_T,10-14,80
2013,NUMBER,krupa_na_uni,M,10-14,36
2013,NUMBER,krupa_na_uni,F,10-14,44
2013,NUMBER,kupres,_T,10-14,14
2013,NUMBER,kupres,M,10-14,8
2013,NUMBER,kupres,F,10-14,6
2013,NUMBER,laktasi,_T,10-14,1864
2013,NUMBER,laktasi,M,10-14,969
2013,NUMBER,laktasi,F,10-14,895
2013,NUMBER,lopare,_T,10-14,701
2013,NUMBER,lopare,M,10-14,382
2013,NUMBER,lopare,F,10-14,319
2013,NUMBER,ljubinje,_T,10-14,150
2013,NUMBER,ljubinje,M,10-14,77
2013,NUMBER,ljubinje,F,10-14,73
2013,NUMBER,milici,_T,10-14,498
2013,NUMBER,milici,M,10-14,259
2013,NUMBER,milici,F,10-14,239
2013,NUMBER,modrica,_T,10-14,1326
2013,NUMBER,modrica,M,10-14,683
2013,NUMBER,modrica,F,10-14,643
2013,NUMBER,mrkonjic_grad,_T,10-14,844
2013,NUMBER,mrkonjic_grad,M,10-14,403
2013,NUMBER,mrkonjic_grad,F,10-14,441
2013,NUMBER,nevesinje,_T,10-14,689
2013,NUMBER,nevesinje,M,10-14,340
2013,NUMBER,nevesinje,F,10-14,349
2013,NUMBER,novi_grad,_T,10-14,1193
2013,NUMBER,novi_grad,M,10-14,655
2013,NUMBER,novi_grad,F,10-14,538
2013,NUMBER,novo_gorazde,_T,10-14,83
2013,NUMBER,novo_gorazde,M,10-14,36
2013,NUMBER,novo_gorazde,F,10-14,47
2013,NUMBER,osmaci,_T,10-14,313
2013,NUMBER,osmaci,M,10-14,159
2013,NUMBER,osmaci,F,10-14,154
2013,NUMBER,ostra_luka,_T,10-14,163
2013,NUMBER,ostra_luka,M,10-14,89
2013,NUMBER,ostra_luka,F,10-14,74
2013,NUMBER,pelagicevo,_T,10-14,185
2013,NUMBER,pelagicevo,M,10-14,94
2013,NUMBER,pelagicevo,F,10-14,91
2013,NUMBER,petrovac,_T,10-14,21
2013,NUMBER,petrovac,M,10-14,9
2013,NUMBER,petrovac,F,10-14,12
2013,NUMBER,petrovo,_T,10-14,265
2013,NUMBER,petrovo,M,10-14,125
2013,NUMBER,petrovo,F,10-14,140
2013,NUMBER,grad_prijedor,_T,10-14,3719
2013,NUMBER,grad_prijedor,M,10-14,1888
2013,NUMBER,grad_prijedor,F,10-14,1831
2013,NUMBER,prnjavor,_T,10-14,1869
2013,NUMBER,prnjavor,M,10-14,959
2013,NUMBER,prnjavor,F,10-14,910
2013,NUMBER,ribnik,_T,10-14,310
2013,NUMBER,ribnik,M,10-14,151
2013,NUMBER,ribnik,F,10-14,159
2013,NUMBER,rogatica,_T,10-14,416
2013,NUMBER,rogatica,M,10-14,213
2013,NUMBER,rogatica,F,10-14,203
2013,NUMBER,rudo,_T,10-14,305
2013,NUMBER,rudo,M,10-14,166
2013,NUMBER,rudo,F,10-14,139
2013,NUMBER,srbac,_T,10-14,850
2013,NUMBER,srbac,M,10-14,446
2013,NUMBER,srbac,F,10-14,404
2013,NUMBER,srebrenica,_T,10-14,515
2013,NUMBER,srebrenica,M,10-14,278
2013,NUMBER,srebrenica,F,10-14,237
2013,NUMBER,stanari,_T,10-14,323
2013,NUMBER,stanari,M,10-14,172
2013,NUMBER,stanari,F,10-14,151
2013,NUMBER,teslic,_T,10-14,2082
2013,NUMBER,teslic,M,10-14,1053
2013,NUMBER,teslic,F,10-14,1029
2013,NUMBER,grad_trebinje,_T,10-14,1481
2013,NUMBER,grad_trebinje,M,10-14,768
2013,NUMBER,grad_trebinje,F,10-14,713
2013,NUMBER,ugljevik,_T,10-14,753
2013,NUMBER,ugljevik,M,10-14,382
2013,NUMBER,ugljevik,F,10-14,371
2013,NUMBER,foca,_T,10-14,783
2013,NUMBER,foca,M,10-14,390
2013,NUMBER,foca,F,10-14,393
2013,NUMBER,han_pijesak,_T,10-14,134
2013,NUMBER,han_pijesak,M,10-14,70
2013,NUMBER,han_pijesak,F,10-14,64
2013,NUMBER,cajnice,_T,10-14,232
2013,NUMBER,cajnice,M,10-14,131
2013,NUMBER,cajnice,F,10-14,101
2013,NUMBER,celinac,_T,10-14,812
2013,NUMBER,celinac,M,10-14,434
2013,NUMBER,celinac,F,10-14,378
2013,NUMBER,samac,_T,10-14,771
2013,NUMBER,samac,M,10-14,403
2013,NUMBER,samac,F,10-14,368
2013,NUMBER,sekovici,_T,10-14,292
2013,NUMBER,sekovici,M,10-14,157
2013,NUMBER,sekovici,F,10-14,135
2013,NUMBER,sipovo,_T,10-14,545
2013,NUMBER,sipovo,M,10-14,270
2013,NUMBER,sipovo,F,10-14,275
2013,NUMBER,republika_srpska,_T,15-19,69969
2013,NUMBER,republika_srpska,M,15-19,36081
2013,NUMBER,republika_srpska,F,15-19,33888
2013,NUMBER,grad_banja_luka,_T,15-19,10268
2013,NUMBER,grad_banja_luka,M,15-19,5211
