Year,UNIT_MEASURE,type_of_education,SEX,Value
2018,NUMBER,education,M,0
2018,NUMBER,arts_and_humanities,M,15
2018,NUMBER,social_sciences_journalism_and_information,M,0
2018,NUMBER,business_administration_and_the_law_of_everything,M,15
2018,NUMBER,natural_sciences_mathematics_and_statistics_of_all,M,0
2018,NUMBER,information_and_communication_technologies,M,0
2018,NUMBER,engineering_manufacturing_and_construction,M,0
2018,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,M,31
2018,NUMBER,health_and_social_protection,M,188
2018,NUMBER,services,M,0
2018,NUMBER,unknown,M,0
2019,NUMBER,education,M,1
2019,NUMBER,arts_and_humanities,M,12
2019,NUMBER,social_sciences_journalism_and_information,M,0
2019,NUMBER,business_administration_and_the_law_of_everything,M,30
2019,NUMBER,natural_sciences_mathematics_and_statistics_of_all,M,0
2019,NUMBER,information_and_communication_technologies,M,2
2019,NUMBER,engineering_manufacturing_and_construction,M,0
2019,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,M,33
2019,NUMBER,health_and_social_protection,M,320
2019,NUMBER,services,M,0
2019,NUMBER,unknown,M,0
2020,NUMBER,education,M,0
2020,NUMBER,arts_and_humanities,M,30
2020,NUMBER,social_sciences_journalism_and_information,M,0
2020,NUMBER,business_administration_and_the_law_of_everything,M,0
2020,NUMBER,natural_sciences_mathematics_and_statistics_of_all,M,0
2020,NUMBER,information_and_communication_technologies,M,0
2020,NUMBER,engineering_manufacturing_and_construction,M,0
2020,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,M,23
2020,NUMBER,health_and_social_protection,M,293
2020,NUMBER,services,M,0
2020,NUMBER,unknown,M,0
2018,NUMBER,education,F,0
2018,NUMBER,arts_and_humanities,F,10
2018,NUMBER,social_sciences_journalism_and_information,F,0
2018,NUMBER,business_administration_and_the_law_of_everything,F,27
2018,NUMBER,natural_sciences_mathematics_and_statistics_of_all,F,0
2018,NUMBER,information_and_communication_technologies,F,0
2018,NUMBER,engineering_manufacturing_and_construction,F,0
2018,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,F,39
2018,NUMBER,health_and_social_protection,F,501
2018,NUMBER,services,F,0
2018,NUMBER,unknown,F,0
2019,NUMBER,education,F,0
2019,NUMBER,arts_and_humanities,F,7
2019,NUMBER,social_sciences_journalism_and_information,F,0
2019,NUMBER,business_administration_and_the_law_of_everything,F,32
2019,NUMBER,natural_sciences_mathematics_and_statistics_of_all,F,0
2019,NUMBER,information_and_communication_technologies,F,2
2019,NUMBER,engineering_manufacturing_and_construction,F,0
2019,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,F,26
2019,NUMBER,health_and_social_protection,F,663
2019,NUMBER,services,F,0
2019,NUMBER,unknown,F,0
2020,NUMBER,education,F,0
2020,NUMBER,arts_and_humanities,F,12
2020,NUMBER,social_sciences_journalism_and_information,F,0
2020,NUMBER,business_administration_and_the_law_of_everything,F,0
2020,NUMBER,natural_sciences_mathematics_and_statistics_of_all,F,0
2020,NUMBER,information_and_communication_technologies,F,0
2020,NUMBER,engineering_manufacturing_and_construction,F,0
2020,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,F,22
2020,NUMBER,health_and_social_protection,F,623
2020,NUMBER,services,F,0
2020,NUMBER,unknown,F,0
2018,NUMBER,education,_T,0
2018,NUMBER,arts_and_humanities,_T,25
2018,NUMBER,social_sciences_journalism_and_information,_T,0
2018,NUMBER,business_administration_and_the_law_of_everything,_T,42
2018,NUMBER,natural_sciences_mathematics_and_statistics_of_all,_T,0
2018,NUMBER,information_and_communication_technologies,_T,0
2018,NUMBER,engineering_manufacturing_and_construction,_T,0
2018,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,_T,70
2018,NUMBER,health_and_social_protection,_T,689
2018,NUMBER,services,_T,0
2018,NUMBER,unknown,_T,0
2019,NUMBER,education,_T,1
2019,NUMBER,arts_and_humanities,_T,19
2019,NUMBER,social_sciences_journalism_and_information,_T,0
2019,NUMBER,business_administration_and_the_law_of_everything,_T,62
2019,NUMBER,natural_sciences_mathematics_and_statistics_of_all,_T,0
2019,NUMBER,information_and_communication_technologies,_T,4
2019,NUMBER,engineering_manufacturing_and_construction,_T,0
2019,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,_T,59
2019,NUMBER,health_and_social_protection,_T,983
2019,NUMBER,services,_T,0
2019,NUMBER,unknown,_T,0
2020,NUMBER,education,_T,0
2020,NUMBER,arts_and_humanities,_T,42
2020,NUMBER,social_sciences_journalism_and_information,_T,0
2020,NUMBER,business_administration_and_the_law_of_everything,_T,0
2020,NUMBER,natural_sciences_mathematics_and_statistics_of_all,_T,0
2020,NUMBER,information_and_communication_technologies,_T,0
2020,NUMBER,engineering_manufacturing_and_construction,_T,0
2020,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,_T,45
2020,NUMBER,health_and_social_protection,_T,916
2020,NUMBER,services,_T,0
2020,NUMBER,unknown,_T,0
