Year,UNIT_MEASURE,type_of_education,SEX,Value
2014,NUMBER,total,_T,791
2014,NUMBER,education,_T,0
2014,NUMBER,arts_and_humanities,_T,21
2014,NUMBER,social_sciences_journalism_and_information,_T,0
2014,NUMBER,business_administration_and_the_law_of_everything,_T,128
2014,NUMBER,natural_sciences_mathematics_and_statistics_of_all,_T,0
2014,NUMBER,information_and_communication_technologies,_T,0
2014,NUMBER,engineering_manufacturing_and_construction,_T,1
2014,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,_T,48
2014,NUMBER,health_and_social_protection,_T,593
2014,NUMBER,services,_T,0
2014,NUMBER,unknown,_T,0
2015,NUMBER,total,_T,825
2015,NUMBER,education,_T,0
2015,NUMBER,arts_and_humanities,_T,22
2015,NUMBER,social_sciences_journalism_and_information,_T,0
2015,NUMBER,business_administration_and_the_law_of_everything,_T,120
2015,NUMBER,natural_sciences_mathematics_and_statistics_of_all,_T,0
2015,NUMBER,information_and_communication_technologies,_T,0
2015,NUMBER,engineering_manufacturing_and_construction,_T,0
2015,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,_T,0
2015,NUMBER,health_and_social_protection,_T,683
2015,NUMBER,services,_T,0
2015,NUMBER,unknown,_T,0
2016,NUMBER,total,_T,859
2016,NUMBER,education,_T,0
2016,NUMBER,arts_and_humanities,_T,26
2016,NUMBER,social_sciences_journalism_and_information,_T,0
2016,NUMBER,business_administration_and_the_law_of_everything,_T,111
2016,NUMBER,natural_sciences_mathematics_and_statistics_of_all,_T,0
2016,NUMBER,information_and_communication_technologies,_T,0
2016,NUMBER,engineering_manufacturing_and_construction,_T,1
2016,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,_T,29
2016,NUMBER,health_and_social_protection,_T,692
2016,NUMBER,services,_T,0
2016,NUMBER,unknown,_T,0
2017,NUMBER,total,_T,874
2017,NUMBER,education,_T,0
2017,NUMBER,arts_and_humanities,_T,34
2017,NUMBER,social_sciences_journalism_and_information,_T,0
2017,NUMBER,business_administration_and_the_law_of_everything,_T,19
2017,NUMBER,natural_sciences_mathematics_and_statistics_of_all,_T,0
2017,NUMBER,information_and_communication_technologies,_T,0
2017,NUMBER,engineering_manufacturing_and_construction,_T,0
2017,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,_T,56
2017,NUMBER,health_and_social_protection,_T,765
2017,NUMBER,services,_T,0
2017,NUMBER,unknown,_T,0
2018,NUMBER,total,_T,826
2018,NUMBER,education,_T,0
2018,NUMBER,arts_and_humanities,_T,25
2018,NUMBER,social_sciences_journalism_and_information,_T,0
2018,NUMBER,business_administration_and_the_law_of_everything,_T,42
2018,NUMBER,natural_sciences_mathematics_and_statistics_of_all,_T,0
2018,NUMBER,information_and_communication_technologies,_T,0
2018,NUMBER,engineering_manufacturing_and_construction,_T,0
2018,NUMBER,agriculture_forestry_fisheries_and_veterinary_medicine,_T,70
2018,NUMBER,health_and_social_protection,_T,689
2018,NUMBER,services,_T,0
2018,NUMBER,unknown,_T,0
2019,NUMBER,total,_T,1128
2019,NUMBER,education,_T,1
